,artist,date,song
4578,Florida Georgia Line,2014-12-06,Dirt
4579,Parmalee,2014-12-06,Close Your Eyes
4580,Nico & Vinz,2014-12-06,In Your Arms
4581,Lee Brice,2014-12-06,Drinking Class
4582,Gwen Stefani,2014-12-06,Baby Don't Lie
4583,The Weeknd,2014-12-06,Often
4584,5 Seconds Of Summer,2014-12-06,Good Girls
4585,Kenny Chesney,2014-12-06,Til It's Gone
4586,Scotty McCreery,2014-12-06,Feelin' It
4587,RaeLynn,2014-12-06,God Made Girls
4588,Kid Ink Featuring Usher & Tinashe,2014-12-06,Body Language
4589,Jessie J Featuring 2 Chainz,2014-12-06,Burnin' Up
4590,Katy Perry,2014-12-06,This Is How We Do
4591,Matt McAndrew,2014-12-06,Take Me To Church
4592,Luke Bryan,2014-12-06,Roller Coaster
4593,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,2014-12-06,Booty
4594,Usher Featuring Juicy J,2014-12-06,I Don't Mind
4595,Thomas Rhett,2014-12-06,Make Me Wanna
4596,Brett Eldredge,2014-12-06,Mean To Me
4597,Flo Rida Featuring Sage The Gemini & Lookas,2014-12-06,G.D.F.R.
4598,One Direction,2014-12-06,Stockholm Syndrome
4599,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,2014-12-06,You And Your Friends
4600,Meghan Trainor,2014-11-01,All About That Bass
4601,Taylor Swift,2014-11-01,Shake It Off
4602,"Jessie J, Ariana Grande & Nicki Minaj",2014-11-01,Bang Bang
4603,Iggy Azalea Featuring Rita Ora,2014-11-01,Black Widow
4604,Tove Lo,2014-11-01,Habits (Stay High)
4605,Jeremih Featuring YG,2014-11-01,Don't Tell 'Em
4606,Maroon 5,2014-11-01,Animals
4607,Sam Smith,2014-11-01,Stay With Me
4608,Bobby Shmurda,2014-11-01,Hot Boy
4609,Ed Sheeran,2014-11-01,Don't
4610,Nicki Minaj,2014-11-01,Anaconda
4611,Clean Bandit Featuring Jess Glynne,2014-11-01,Rather Be
4612,Echosmith,2014-11-01,Cool Kids
4613,Sia,2014-11-01,Chandelier
4614,Jason Derulo,2014-11-01,Trumpets
4615,Ariana Grande Featuring Zedd,2014-11-01,Break Free
4616,MAGIC!,2014-11-01,Rude
4617,Taylor Swift,2014-11-01,Out Of The Woods
4618,Rich Gang Featuring Young Thug & Rich Homie Quan,2014-11-01,Lifestyle
4619,Sam Smith,2014-11-01,I'm Not The Only One
4620,Charli XCX,2014-11-01,Boom Clap
4621,Maroon 5,2014-11-01,Maps
4622,Jason Aldean,2014-11-01,Burnin' It Down
4623,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-11-01,Bailando
4624,Nico & Vinz,2014-11-01,Am I Wrong
4625,Calvin Harris Featuring John Newman,2014-11-01,Blame
4626,Mr. Probz,2014-11-01,Waves
4627,John Legend,2014-11-01,All Of Me
4628,Chris Brown Featuring Usher & Rick Ross,2014-11-01,New Flame
4629,Nick Jonas,2014-11-01,Jealous
4630,Florida Georgia Line,2014-11-01,Dirt
4631,Pitbull Featuring John Ryan,2014-11-01,Fireball
4632,Hozier,2014-11-01,Take Me To Church
4633,Fall Out Boy,2014-11-01,Centuries
4634,Iggy Azalea Featuring Charli XCX,2014-11-01,Fancy
4635,Drake,2014-11-01,0 To 100 / The Catch Up
4636,Coldplay,2014-11-01,A Sky Full Of Stars
4637,Sam Hunt,2014-11-01,Leave The Night On
4638,Disclosure Featuring Sam Smith,2014-11-01,Latch
4639,One Direction,2014-11-01,Steal My Girl
4640,Pharrell Williams,2014-11-01,Happy
4641,5 Seconds Of Summer,2014-11-01,Amnesia
4642,Tinashe Featuring ScHoolboy Q,2014-11-01,2 On
4643,Ariana Grande Featuring Iggy Azalea,2014-11-01,Problem
4644,Rae Sremmurd,2014-11-01,No Type
4645,Blake Shelton,2014-11-01,Neon Light
4646,Vance Joy,2014-11-01,Riptide
4647,Big Sean Featuring E-40,2014-11-01,I Don't F**k With You
4648,Katy Perry Featuring Juicy J,2014-11-01,Dark Horse
4649,Rae Sremmurd,2014-11-01,No Flex Zone
4650,Kendrick Lamar,2014-11-01,i
4651,T.I. Featuring Young Thug,2014-11-01,About The Money
4652,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2014-11-01,Hold You Down
4653,Milky Chance,2014-11-01,Stolen Dance
4654,Trey Songz Featuring Nicki Minaj,2014-11-01,"Touchin, Lovin"
4655,T.I. Featuring Iggy Azalea,2014-11-01,No Mediocre
4656,Ariana Grande & The Weeknd,2014-11-01,Love Me Harder
4657,Chase Rice,2014-11-01,Ready Set Roll
4658,Luke Bryan,2014-11-01,Roller Coaster
4659,Katy Perry,2014-11-01,This Is How We Do
4660,Becky G,2014-11-01,Shower
4661,I LOVE MAKONNEN Featuring Drake,2014-11-01,Tuesday
4662,Carrie Underwood,2014-11-01,Something In The Water
4663,Maddie & Tae,2014-11-01,Girl In A Country Song
4664,Frankie Ballard,2014-11-01,Sunshine & Whiskey
4665,Childish Gambino,2014-11-01,V. 3005
4666,Keith Urban,2014-11-01,Somewhere In My Car
4667,ScHoolboy Q Featuring BJ The Chicago Kid,2014-11-01,Studio
4668,Kenny Chesney,2014-11-01,American Kids
4669,Little Big Town,2014-11-01,Day Drinking
4670,Mary Lambert,2014-11-01,Secrets
4671,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,2014-11-01,Small Town Throwdown
4672,Colbie Caillat,2014-11-01,Try
4673,Cole Swindell,2014-11-01,Hope You Get Lonely Tonight
4674,The Script,2014-11-01,Superheroes
4675,Tim McGraw,2014-11-01,Shotgun Rider
4676,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014-11-01,***Flawless
4677,Alesso Featuring Tove Lo,2014-11-01,Heroes (We Could Be)
4678,Ed Sheeran,2014-11-01,Thinking Out Loud
4679,Migos,2014-11-01,Handsome And Wealthy
4680,Fergie,2014-11-01,L.A.LOVE (la la)
4681,Nico & Vinz,2014-11-01,In Your Arms
4682,Brad Paisley,2014-11-01,Perfect Storm
4683,Big & Rich,2014-11-01,Look At You
4684,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,2014-11-01,Booty
4685,Jessie J Featuring 2 Chainz,2014-11-01,Burnin' Up
4686,Parmalee,2014-11-01,Close Your Eyes
4687,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,2014-11-01,You And Your Friends
4688,Jimmy Fallon Featuring will.i.am,2014-11-01,EW!
4689,Glen Campbell,2014-11-01,I'm Not Gonna Miss You
4690,August Alsina,2014-11-01,No Love
4691,Migos,2014-11-01,Fight Night
4692,Scotty McCreery,2014-11-01,Feelin' It
4693,OG Maco Featuring 2 Chainz,2014-11-01,U Guessed It
4694,Tyga Featuring Young Thug,2014-11-01,Hookah
4695,Bobby Shmurda,2014-11-01,Bobby Bitch
4696,The Weeknd,2014-11-01,Often
4697,Fifth Harmony,2014-11-01,Bo$$
4698,Lee Brice,2014-11-01,Drinking Class
4699,Kid Ink Featuring Usher & Tinashe,2014-11-01,Body Language
4700,Meghan Trainor,2014-10-04,All About That Bass
4701,Taylor Swift,2014-10-04,Shake It Off
4702,"Jessie J, Ariana Grande & Nicki Minaj",2014-10-04,Bang Bang
4703,Nicki Minaj,2014-10-04,Anaconda
4704,Iggy Azalea Featuring Rita Ora,2014-10-04,Black Widow
4705,Sam Smith,2014-10-04,Stay With Me
4706,Ariana Grande Featuring Zedd,2014-10-04,Break Free
4707,Charli XCX,2014-10-04,Boom Clap
4708,Sia,2014-10-04,Chandelier
4709,Jeremih Featuring YG,2014-10-04,Don't Tell 'Em
4710,Clean Bandit Featuring Jess Glynne,2014-10-04,Rather Be
4711,MAGIC!,2014-10-04,Rude
4712,Tove Lo,2014-10-04,Habits (Stay High)
4713,Maroon 5,2014-10-04,Maps
4714,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-10-04,Bailando
4715,Bobby Shmurda,2014-10-04,Hot Boy
4716,Nico & Vinz,2014-10-04,Am I Wrong
4717,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,2014-10-04,Booty
4718,Echosmith,2014-10-04,Cool Kids
4719,Iggy Azalea Featuring Charli XCX,2014-10-04,Fancy
4720,Jason Aldean,2014-10-04,Burnin' It Down
4721,Ed Sheeran,2014-10-04,Don't
4722,Ariana Grande Featuring Iggy Azalea,2014-10-04,Problem
4723,John Legend,2014-10-04,All Of Me
4724,Coldplay,2014-10-04,A Sky Full Of Stars
4725,Katy Perry,2014-10-04,This Is How We Do
4726,Chris Brown Featuring Usher & Rick Ross,2014-10-04,New Flame
4727,Florida Georgia Line,2014-10-04,Dirt
4728,Pharrell Williams,2014-10-04,Happy
4729,Rich Gang Featuring Young Thug & Rich Homie Quan,2014-10-04,Lifestyle
4730,Pitbull Featuring John Ryan,2014-10-04,Fireball
4731,Disclosure Featuring Sam Smith,2014-10-04,Latch
4732,Jason Derulo,2014-10-04,Trumpets
4733,Tinashe Featuring ScHoolboy Q,2014-10-04,2 On
4734,Drake,2014-10-04,0 To 100 / The Catch Up
4735,Calvin Harris Featuring John Newman,2014-10-04,Blame
4736,5 Seconds Of Summer,2014-10-04,Amnesia
4737,Rae Sremmurd,2014-10-04,No Flex Zone
4738,Becky G,2014-10-04,Shower
4739,Kenny Chesney,2014-10-04,American Kids
4740,T.I. Featuring Iggy Azalea,2014-10-04,No Mediocre
4741,Sam Hunt,2014-10-04,Leave The Night On
4742,Katy Perry Featuring Juicy J,2014-10-04,Dark Horse
4743,Luke Bryan,2014-10-04,Roller Coaster
4744,ScHoolboy Q Featuring BJ The Chicago Kid,2014-10-04,Studio
4745,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-10-04,Loyal
4746,OneRepublic,2014-10-04,Counting Stars
4747,Dustin Lynch,2014-10-04,"Where It's At (Yep, Yep)"
4748,Jason Derulo Featuring Snoop Dogg,2014-10-04,Wiggle
4749,Cole Swindell,2014-10-04,Hope You Get Lonely Tonight
4750,Maroon 5,2014-10-04,Animals
4751,Mr. Probz,2014-10-04,Waves
4752,Fall Out Boy,2014-10-04,Centuries
4753,Vance Joy,2014-10-04,Riptide
4754,Blake Shelton,2014-10-04,Neon Light
4755,Lady Antebellum,2014-10-04,Bartender
4756,Chase Rice,2014-10-04,Ready Set Roll
4757,Milky Chance,2014-10-04,Stolen Dance
4758,Miranda Lambert Duet With Carrie Underwood,2014-10-04,Somethin' Bad
4759,Kiesza,2014-10-04,Hideaway
4760,OneRepublic,2014-10-04,Love Runs Out
4761,Lil Wayne Featuring Drake,2014-10-04,Believe Me
4762,Jason Aldean,2014-10-04,Gonna Know We Were Here
4763,T.I. Featuring Young Thug,2014-10-04,About The Money
4764,Dierks Bentley,2014-10-04,Drunk On A Plane
4765,Frankie Ballard,2014-10-04,Sunshine & Whiskey
4766,Childish Gambino,2014-10-04,V. 3005
4767,Maddie & Tae,2014-10-04,Girl In A Country Song
4768,Demi Lovato Featuring Cher Lloyd,2014-10-04,Really Don't Care
4769,Hozier,2014-10-04,Take Me To Church
4770,Tim McGraw Featuring Faith Hill,2014-10-04,Meanwhile Back At Mama's
4771,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,2014-10-04,Small Town Throwdown
4772,August Alsina,2014-10-04,No Love
4773,Trey Songz Featuring Nicki Minaj,2014-10-04,"Touchin, Lovin"
4774,Fifth Harmony,2014-10-04,Bo$$
4775,Migos,2014-10-04,Fight Night
4776,Mary Lambert,2014-10-04,Secrets
4777,Little Big Town,2014-10-04,Day Drinking
4778,Train,2014-10-04,Angel In Blue Jeans
4779,Nick Jonas,2014-10-04,Jealous
4780,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2014-10-04,Hold You Down
4781,Keith Urban,2014-10-04,Somewhere In My Car
4782,Florida Georgia Line,2014-10-04,Sun Daze
4783,Sam Smith,2014-10-04,I'm Not The Only One
4784,Rich Homie Quan Featuring Problem,2014-10-04,Walk Thru
4785,TeeFLii Featuring 2 Chainz,2014-10-04,24 Hours
4786,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014-10-04,***Flawless
4787,The Script,2014-10-04,Superheroes
4788,Nicki Minaj,2014-10-04,Pills N Potions
4789,Tyga Featuring Young Thug,2014-10-04,Hookah
4790,Colbie Caillat,2014-10-04,Try
4791,Big & Rich,2014-10-04,Look At You
4792,Kid Ink Featuring Chris Brown,2014-10-04,Main Chick
4793,The Swon Brothers,2014-10-04,Later On
4794,Meghan Trainor,2014-10-04,Dear Future Husband
4795,Eli Young Band,2014-10-04,Dust
4796,Lil Jon Featuring Tyga,2014-10-04,Bend Ova
4797,Chris Brown,2014-10-04,X
4798,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,2014-10-04,You And Your Friends
4799,Trey Songz,2014-10-04,Foreign
4800,Taylor Swift,2014-09-06,Shake It Off
4801,Nicki Minaj,2014-09-06,Anaconda
4802,Meghan Trainor,2014-09-06,All About That Bass
4803,Sam Smith,2014-09-06,Stay With Me
4804,MAGIC!,2014-09-06,Rude
4805,Iggy Azalea Featuring Rita Ora,2014-09-06,Black Widow
4806,Ariana Grande Featuring Zedd,2014-09-06,Break Free
4807,Sia,2014-09-06,Chandelier
4808,"Jessie J, Ariana Grande & Nicki Minaj",2014-09-06,Bang Bang
4809,Nico & Vinz,2014-09-06,Am I Wrong
4810,Iggy Azalea Featuring Charli XCX,2014-09-06,Fancy
4811,Charli XCX,2014-09-06,Boom Clap
4812,Ariana Grande Featuring Iggy Azalea,2014-09-06,Problem
4813,Maroon 5,2014-09-06,Maps
4814,Clean Bandit Featuring Jess Glynne,2014-09-06,Rather Be
4815,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-09-06,Bailando
4816,Disclosure Featuring Sam Smith,2014-09-06,Latch
4817,Jeremih Featuring YG,2014-09-06,Don't Tell 'Em
4818,Becky G,2014-09-06,Shower
4819,John Legend,2014-09-06,All Of Me
4820,Pharrell Williams,2014-09-06,Happy
4821,Jason Aldean,2014-09-06,Burnin' It Down
4822,Tove Lo,2014-09-06,Habits (Stay High)
4823,Florida Georgia Line,2014-09-06,Dirt
4824,Echosmith,2014-09-06,Cool Kids
4825,Demi Lovato Featuring Cher Lloyd,2014-09-06,Really Don't Care
4826,Kenny Chesney,2014-09-06,American Kids
4827,Calvin Harris,2014-09-06,Summer
4828,Tinashe Featuring ScHoolboy Q,2014-09-06,2 On
4829,Katy Perry Featuring Juicy J,2014-09-06,Dark Horse
4830,OneRepublic,2014-09-06,Love Runs Out
4831,Coldplay,2014-09-06,A Sky Full Of Stars
4832,Dierks Bentley,2014-09-06,Drunk On A Plane
4833,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-09-06,Loyal
4834,Lady Antebellum,2014-09-06,Bartender
4835,Katy Perry,2014-09-06,This Is How We Do
4836,Chris Brown Featuring Usher & Rick Ross,2014-09-06,New Flame
4837,Rich Gang Featuring Young Thug & Rich Homie Quan,2014-09-06,Lifestyle
4838,T.I. Featuring Iggy Azalea,2014-09-06,No Mediocre
4839,Jason Derulo Featuring Snoop Dogg,2014-09-06,Wiggle
4840,OneRepublic,2014-09-06,Counting Stars
4841,DJ Snake & Lil Jon,2014-09-06,Turn Down For What
4842,Bobby Shmurda,2014-09-06,Hot Boy
4843,KONGOS,2014-09-06,Come With Me Now
4844,ScHoolboy Q Featuring BJ The Chicago Kid,2014-09-06,Studio
4845,5 Seconds Of Summer,2014-09-06,Amnesia
4846,Ed Sheeran,2014-09-06,Don't
4847,Sam Hunt,2014-09-06,Leave The Night On
4848,Wiz Khalifa,2014-09-06,We Dem Boyz
4849,Nicki Minaj,2014-09-06,Pills N Potions
4850,Tim McGraw Featuring Faith Hill,2014-09-06,Meanwhile Back At Mama's
4851,Ingrid Michaelson,2014-09-06,Girls Chase Boys
4852,Drake,2014-09-06,0 To 100 / The Catch Up
4853,Luke Bryan,2014-09-06,Roller Coaster
4854,Dustin Lynch,2014-09-06,"Where It's At (Yep, Yep)"
4855,Lee Brice,2014-09-06,I Don't Dance
4856,Lil Wayne Featuring Drake,2014-09-06,Believe Me
4857,Miranda Lambert Duet With Carrie Underwood,2014-09-06,Somethin' Bad
4858,Cole Swindell,2014-09-06,Hope You Get Lonely Tonight
4859,Kiesza,2014-09-06,Hideaway
4860,Vance Joy,2014-09-06,Riptide
4861,Rae Sremmurd,2014-09-06,No Flex Zone
4862,Chase Rice,2014-09-06,Ready Set Roll
4863,Fifth Harmony,2014-09-06,Bo$$
4864,Brad Paisley,2014-09-06,River Bank
4865,Milky Chance,2014-09-06,Stolen Dance
4866,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,2014-09-06,Small Town Throwdown
4867,Pitbull Featuring John Ryan,2014-09-06,Fireball
4868,Migos,2014-09-06,Fight Night
4869,Joe Nichols,2014-09-06,Yeah
4870,Kid Ink Featuring Chris Brown,2014-09-06,Main Chick
4871,Frankie Ballard,2014-09-06,Sunshine & Whiskey
4872,Iggy Azalea,2014-09-06,Work
4873,Maddie & Tae,2014-09-06,Girl In A Country Song
4874,Childish Gambino,2014-09-06,V. 3005
4875,Michael Jackson & Justin Timberlake,2014-09-06,Love Never Felt So Good
4876,Rita Ora,2014-09-06,I Will Never Let You Down
4877,Ed Sheeran,2014-09-06,Sing
4878,T.I. Featuring Young Thug,2014-09-06,About The Money
4879,Jason Derulo,2014-09-06,Trumpets
4880,Blake Shelton,2014-09-06,Neon Light
4881,Little Big Town,2014-09-06,Day Drinking
4882,KCamp Featuring 2 Chainz,2014-09-06,Cut Her Off
4883,Billy Currington,2014-09-06,We Are Tonight
4884,Tyga Featuring Young Thug,2014-09-06,Hookah
4885,Maroon 5,2014-09-06,Animals
4886,Hozier,2014-09-06,Take Me To Church
4887,Mr. Probz,2014-09-06,Waves
4888,Eric Church,2014-09-06,Cold One
4889,Eli Young Band,2014-09-06,Dust
4890,Usher,2014-09-06,Good Kisser
4891,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",2014-09-06,Shell Shocked
4892,Pharrell Williams,2014-09-06,Come Get It Bae
4893,Tiesto Featuring Matthew Koma,2014-09-06,Wasted
4894,Chris Young,2014-09-06,Who I Am With You
4895,"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",2014-09-06,Delirious (Boneless)
4896,The Swon Brothers,2014-09-06,Later On
4897,Trey Songz,2014-09-06,Foreign
4898,Rich Homie Quan Featuring Problem,2014-09-06,Walk Thru
4899,Shakira,2014-09-06,Dare (La La La)
4900,MAGIC!,2014-08-02,Rude
4901,Iggy Azalea Featuring Charli XCX,2014-08-02,Fancy
4902,Sam Smith,2014-08-02,Stay With Me
4903,Ariana Grande Featuring Iggy Azalea,2014-08-02,Problem
4904,Nico & Vinz,2014-08-02,Am I Wrong
4905,John Legend,2014-08-02,All Of Me
4906,Maroon 5,2014-08-02,Maps
4907,Jason Derulo Featuring Snoop Dogg,2014-08-02,Wiggle
4908,Disclosure Featuring Sam Smith,2014-08-02,Latch
4909,Calvin Harris,2014-08-02,Summer
4910,Sia,2014-08-02,Chandelier
4911,Pharrell Williams,2014-08-02,Happy
4912,DJ Snake & Lil Jon,2014-08-02,Turn Down For What
4913,Charli XCX,2014-08-02,Boom Clap
4914,OneRepublic,2014-08-02,Love Runs Out
4915,Katy Perry Featuring Juicy J,2014-08-02,Dark Horse
4916,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-08-02,Bailando
4917,Becky G,2014-08-02,Shower
4918,MKTO,2014-08-02,Classic
4919,Florida Georgia Line,2014-08-02,Dirt
4920,Ariana Grande Featuring Zedd,2014-08-02,Break Free
4921,Clean Bandit Featuring Jess Glynne,2014-08-02,Rather Be
4922,Kenny Chesney,2014-08-02,American Kids
4923,5 Seconds Of Summer,2014-08-02,Everything I Didn't Say
4924,Tinashe Featuring ScHoolboy Q,2014-08-02,2 On
4925,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-08-02,Loyal
4926,Dierks Bentley,2014-08-02,Drunk On A Plane
4927,Paramore,2014-08-02,Ain't It Fun
4928,OneRepublic,2014-08-02,Counting Stars
4929,Demi Lovato Featuring Cher Lloyd,2014-08-02,Really Don't Care
4930,KONGOS,2014-08-02,Come With Me Now
4931,Bastille,2014-08-02,Pompeii
4932,Jason Derulo Featuring 2 Chainz,2014-08-02,Talk Dirty
4933,Trey Songz,2014-08-02,Na Na
4934,Lady Antebellum,2014-08-02,Bartender
4935,Lee Brice,2014-08-02,I Don't Dance
4936,Lil Wayne Featuring Drake,2014-08-02,Believe Me
4937,Justin Timberlake,2014-08-02,Not A Bad Thing
4938,"""Weird Al"" Yankovic",2014-08-02,Word Crimes
4939,Jake Owen,2014-08-02,Beachin'
4940,Joe Nichols,2014-08-02,Yeah
4941,Rixton,2014-08-02,Me And My Broken Heart
4942,Wiz Khalifa,2014-08-02,We Dem Boyz
4943,Florida Georgia Line Featuring Luke Bryan,2014-08-02,This Is How We Roll
4944,Iggy Azalea Featuring Rita Ora,2014-08-02,Black Widow
4945,Nicki Minaj,2014-08-02,Pills N Potions
4946,ScHoolboy Q Featuring BJ The Chicago Kid,2014-08-02,Studio
4947,American Authors,2014-08-02,Best Day Of My Life
4948,Coldplay,2014-08-02,A Sky Full Of Stars
4949,Tove Lo,2014-08-02,Habits (Stay High)
4950,Chris Young,2014-08-02,Who I Am With You
4951,Miranda Lambert Duet With Carrie Underwood,2014-08-02,Somethin' Bad
4952,Tiesto Featuring Matthew Koma,2014-08-02,Wasted
4953,Meghan Trainor,2014-08-02,All About That Bass
4954,Colbie Caillat,2014-08-02,Try
4955,Ed Sheeran,2014-08-02,Sing
4956,Luke Bryan,2014-08-02,Play It Again
4957,Jeremih Featuring YG,2014-08-02,Don't Tell 'Em
4958,T.I. Featuring Iggy Azalea,2014-08-02,No Mediocre
4959,Pharrell Williams,2014-08-02,Come Get It Bae
4960,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,2014-08-02,Or Nah
4961,Tim McGraw Featuring Faith Hill,2014-08-02,Meanwhile Back At Mama's
4962,Michael Jackson & Justin Timberlake,2014-08-02,Love Never Felt So Good
4963,Sam Hunt,2014-08-02,Leave The Night On
4964,AJR,2014-08-02,I'm Ready
4965,Brad Paisley,2014-08-02,River Bank
4966,Kid Ink Featuring Chris Brown,2014-08-02,Main Chick
4967,Ingrid Michaelson,2014-08-02,Girls Chase Boys
4968,Billy Currington,2014-08-02,We Are Tonight
4969,Iggy Azalea,2014-08-02,Work
4970,Shakira,2014-08-02,Dare (La La La)
4971,KCamp Featuring 2 Chainz,2014-08-02,Cut Her Off
4972,Dustin Lynch,2014-08-02,"Where It's At (Yep, Yep)"
4973,5 Seconds Of Summer,2014-08-02,She Looks So Perfect
4974,Vance Joy,2014-08-02,Riptide
4975,Childish Gambino,2014-08-02,V. 3005
4976,Jason Derulo,2014-08-02,Trumpets
4977,Blake Shelton Featuring Gwen Sebastian,2014-08-02,My Eyes
4978,Katy Perry,2014-08-02,Birthday
4979,Lorde,2014-08-02,Tennis Court
4980,Tyler Farr,2014-08-02,Whiskey In My Water
4981,YG Featuring Drake,2014-08-02,Who Do You Love?
4982,Usher,2014-08-02,Good Kisser
4983,Echosmith,2014-08-02,Cool Kids
4984,Young Money Featuring Drake,2014-08-02,Trophies
4985,Chase Rice,2014-08-02,Ready Set Roll
4986,Cole Swindell,2014-08-02,Hope You Get Lonely Tonight
4987,Luke Bryan,2014-08-02,Roller Coaster
4988,Rich Gang Featuring Young Thug & Rich Homie Quan,2014-08-02,Lifestyle
4989,Fifth Harmony,2014-08-02,Bo$$
4990,Ed Sheeran,2014-08-02,Don't
4991,Eric Paslay,2014-08-02,Song About A Girl
4992,Migos,2014-08-02,Fight Night
4993,5 Seconds Of Summer,2014-08-02,Amnesia
4994,John Legend,2014-08-02,You & I (Nobody In The World)
4995,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,2014-08-02,Small Town Throwdown
4996,Kiesza,2014-08-02,Hideaway
4997,Trey Songz,2014-08-02,Foreign
4998,Frankie Ballard,2014-08-02,Sunshine & Whiskey
4999,Ca$h Out,2014-08-02,She Twerkin
5000,Iggy Azalea Featuring Charli XCX,2014-07-05,Fancy
5001,Ariana Grande Featuring Iggy Azalea,2014-07-05,Problem
5002,MAGIC!,2014-07-05,Rude
5003,Nico & Vinz,2014-07-05,Am I Wrong
5004,Sam Smith,2014-07-05,Stay With Me
5005,Jason Derulo Featuring Snoop Dogg,2014-07-05,Wiggle
5006,John Legend,2014-07-05,All Of Me
5007,Calvin Harris,2014-07-05,Summer
5008,DJ Snake & Lil Jon,2014-07-05,Turn Down For What
5009,Pharrell Williams,2014-07-05,Happy
5010,Katy Perry Featuring Juicy J,2014-07-05,Dark Horse
5011,Disclosure Featuring Sam Smith,2014-07-05,Latch
5012,Ed Sheeran,2014-07-05,Sing
5013,Maroon 5,2014-07-05,Maps
5014,Paramore,2014-07-05,Ain't It Fun
5015,Justin Timberlake,2014-07-05,Not A Bad Thing
5016,MKTO,2014-07-05,Classic
5017,Jason Derulo Featuring 2 Chainz,2014-07-05,Talk Dirty
5018,Katy Perry,2014-07-05,Birthday
5019,Rixton,2014-07-05,Me And My Broken Heart
5020,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-07-05,Loyal
5021,OneRepublic,2014-07-05,Counting Stars
5022,OneRepublic,2014-07-05,Love Runs Out
